utc_timestamp,cet_cest_timestamp,DE_load_actual_entsoe_transparency,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile,DK_1_load_actual_entsoe_transparency,DK_1_price_day_ahead,DK_1_solar_generation_actual,DK_1_wind_generation_actual,DK_1_wind_offshore_generation_actual,DK_1_wind_onshore_generation_actual,DK_2_load_actual_entsoe_transparency,DK_2_price_day_ahead,DK_2_solar_generation_actual,DK_2_wind_generation_actual,DK_2_wind_offshore_generation_actual,DK_2_wind_onshore_generation_actual,NL_load_actual_entsoe_transparency,NL_solar_generation_actual,NL_wind_generation_actual,NL_wind_offshore_generation_actual,NL_wind_onshore_generation_actual,NO_2_load_actual_entsoe_transparency,NO_2_price_day_ahead,NO_2_wind_onshore_generation_actual,SE_3_load_actual_entsoe_transparency,SE_3_price_day_ahead,SE_3_wind_onshore_generation_actual,SE_4_load_actual_entsoe_transparency,SE_4_price_day_ahead,SE_4_wind_onshore_generation_actual
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,43572,40089,0,0,37149,15363,0.4136,2591,3304,1.275,34558,12059,0.349,1563.81,20.9,0,2525.33,709.35,1815.98,1179.23,20.9,0,723.4,358.58,364.82,10794,0,2237,892,1344,3813.72,28.17,63.04,8257,24.03,1177,2342,24.03,1221
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,42396,40089,0,0,37149,15080,0.4059,2591,3299,1.2732,34558,11781,0.3409,1480.84,18.13,0,2310.45,796.81,1513.64,1113.79,18.13,0,725.49,360.6,364.89,10320,0,2265,909,1357,3785.48,28.03,58.28,8097,24.02,1088,2291,24.02,1228
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,40985,40089,0,0,37149,14731,0.3966,2591,3300,1.2736,34558,11431,0.3308,1408.38,16.03,0,2028.85,784.36,1244.49,1085.14,16.03,0,763.36,356.93,406.43,9930,0,2299,897,1402,3755.87,28,54.57,8069,23.19,983,2189,23.19,1241
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,40187,40089,0,0,37149,14865,0.4002,2591,3299,1.273,34558,11566,0.3347,1432.12,16.43,0,1861.85,771.89,1089.96,1049.81,16.43,0,765.35,361.57,403.78,9679,0,2390,914,1475,3774.5,28.02,49.66,7953,24.1,996,2155,24.1,1233
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,38921,40089,0,0,37149,15253,0.4106,2591,3289,1.2696,34558,11964,0.3462,1443.35,13.75,0,1512.32,549.71,962.61,1040.37,13.75,0,765.33,352.19,413.14,9652,0,2386,919,1468,3798.94,28.14,47.68,7979,25.01,969,2159,25.01,1198
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,37450,40089,0,0,37149,15904,0.4281,2591,3188,1.2303,34558,12716,0.368,1467.84,11.1,0,1243.91,375.65,868.26,1059.47,11.1,0,750.68,359.84,390.84,9784,0,2230,922,1309,3902.83,28.31,49.97,8080,25.62,956,2228,25.62,1113
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,37842,40089,1,0,37149,15903,0.4281,2591,2883,1.1128,34558,13019,0.3767,1531.05,15.47,0,1188.36,436.42,751.94,1101.9,15.47,0,757.92,359.62,398.3,10117,0,2146,919,1227,3866.2,28.09,51.92,8293,25.87,939,2352,25.87,1031
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,38747,40089,274,0.0068,37149,15816,0.4258,2591,2661,1.027,34558,13155,0.3807,1615.37,16.88,0.01,1134.83,441.21,693.62,1139.83,16.88,0.03,744.93,362.77,382.16,10464,0,2214,918,1295,3929.26,27.73,52.24,8484,26.18,921,2427,26.18,952
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,41680,40089,2083,0.052,37149,15722,0.4232,2591,2606,1.0056,34558,13116,0.3796,1705.8,21.81,1.37,1031.02,416.67,614.35,1217.19,21.81,1.02,710.9,361.87,349.03,10852,19,2167,912,1255,4129.04,28.28,52.9,8718,25.74,850,2470,25.74,873
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,44315,40089,4679,0.1167,37149,14504,0.3904,2591,2308,0.8908,34558,12196,0.3529,1828.87,26.24,8.47,949.99,409.83,540.16,1332.19,26.24,3.09,665,362.41,302.59,11555,74,2045,914,1131,4190.73,28.36,58.04,9167,26.89,796,2624,26.89,774
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,46682,40089,6830,0.1704,37149,13301,0.358,2591,2170,0.8377,34558,11130,0.3221,1915.91,27.48,17.44,909.88,404.95,504.93,1402.28,27.48,7.01,607.82,356.89,250.93,12136,132,1892,906,986,4285.9,28.52,74.86,9516,27.48,723,2792,27.48,636
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,44371,40089,7926,0.1977,37149,12235,0.3293,2591,1952,0.7534,34558,10283,0.2976,1953.2,28.04,22.33,900.86,420.15,480.71,1426.46,28.04,9.82,533.84,350.7,183.14,12524,163,1822,851,971,4354.45,28.51,94.57,9711,28.04,630,2927,28.04,467
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,40634,40089,7084,0.1767,37149,11020,0.2967,2591,1427,0.5507,34558,9593,0.2776,1910.46,28.7,26.15,846.4,399.59,446.81,1450.26,28.7,8.25,483.86,344.27,139.59,12652,161,1849,783,1066,4244.33,28.74,107.44,9912,28.7,630,2922,28.7,424
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,40869,40089,4635,0.1156,37149,9829,0.2646,2591,785,0.303,34558,9044,0.2617,1901.84,29.66,15.42,801.26,335.99,465.27,1484.22,29.66,4.23,412.5,324.49,88.01,12694,117,1623,581,1043,4270.85,29.66,115.04,10009,29.66,688,2839,29.66,415
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,41919,40089,1661,0.0414,37149,8994,0.2421,2591,448,0.173,34558,8546,0.2473,1944.7,30.38,3.14,726.14,299.36,426.78,1524.78,30.38,0.81,259.8,168.4,91.4,12728,56,1513,508,1005,4413.53,30.38,122.81,10518,30.38,756,2941,30.38,362
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,44072,40089,118,0.003,37149,9147,0.2462,2591,526,0.203,34558,8621,0.2495,2125.88,30.8,0.02,725.23,296.49,428.74,1646.84,30.8,0,243.99,160.7,83.29,13162,16,1434,473,961,4555.14,30.76,137.54,10956,30.8,839,3106,30.8,354
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,47872,40089,0,0,37149,9737,0.2621,2591,596,0.2299,34558,9142,0.2645,2344.93,30.93,0,703.93,344.22,359.71,1758.78,30.93,0,116.97,41.53,75.44,14110,3,1389,501,888,4624.97,30.93,151.24,11069,30.93,923,3168,30.93,345
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,48603,40089,0,0,37149,9876,0.2659,2591,756,0.2917,34558,9120,0.2639,2297.39,30.78,0,616.05,314.72,301.33,1734.5,30.78,0,118.33,31.01,87.32,14122,0,1135,293,843,4687.97,30.78,171.51,11026,30.78,1014,3093,30.78,399
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,47589,40089,0,0,37149,10227,0.2753,2591,930,0.3591,34558,9296,0.269,2176.76,30.51,0,627.86,337.66,290.2,1644.45,30.51,0,157.14,67.24,89.9,13853,0,1037,291,746,4653.11,30.51,158.4,10853,30.51,1056,3024,30.51,427
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,44974,40089,0,0,37149,11094,0.2986,2591,1583,0.6109,34558,9512,0.2752,2007.05,30.19,0,838.28,447.22,391.06,1538.06,30.19,0,182.04,79.17,102.87,13448,0,871,449,422,4600.47,30.19,151.1,10603,30.19,1116,2929,30.19,454
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,42994,40089,0,0,37149,11534,0.3105,2591,1981,0.7645,34558,9553,0.2764,1875.44,29.94,0,994.19,503.41,490.78,1441.6,29.94,0,216.22,101.95,114.27,12815,0,642,480,162,4525.8,29.94,133.95,10346,29.94,1074,2815,29.94,457
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,42956,40089,0,0,37149,12339,0.3321,2591,2448,0.9446,34558,9891,0.2862,1742.18,29.65,0,1089.58,543.34,546.24,1339.41,29.65,0,255.2,145.23,109.97,12128,0,629,526,103,4358.51,29.65,107.03,10032,29.65,1017,2749,29.65,417
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,40739,40089,0,0,37149,12260,0.33,2591,2714,1.0475,34558,9546,0.2762,1577.98,29.36,0,1138.2,567.45,570.75,1242.44,29.36,0,230.44,136.77,93.67,11287,0,764,667,96,4274.02,29.36,84.44,9602,29.36,1078,2663,29.36,411
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,38456,40094,0,0,37152,12389,0.3335,2591,2961,1.1426,34561,9429,0.2728,1477.18,29.4,0,1194.11,558.14,635.97,1169.43,29.4,0,229.67,133.91,95.76,10553,0,1044,745,299,4152.23,29.4,81.77,9452,29.4,1142,2627,29.4,436
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,36478,40094,0,0,37152,12909,0.3475,2591,2994,1.1555,34561,9915,0.2869,1438.24,28.91,0,1110.16,498.71,611.45,1099.86,28.91,0,250.35,141.31,109.04,10089,0,1346,800,547,4103.69,28.91,71,9551,28.91,1067,2544,28.91,496
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,35758,40094,0,0,37152,12709,0.3421,2591,2651,1.0232,34561,10058,0.2911,1460.18,28.11,0,1108.34,490.9,617.44,1067.42,28.11,0,231.2,114.74,116.46,9844,0,1396,787,609,4068.96,28.11,74,9550,28.11,1062,2529,28.11,544
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,35649,40094,0,0,37152,12694,0.3417,2591,2398,0.9256,34561,10296,0.2979,1465.43,27.89,0,1181.43,622.6,558.83,1071.17,27.89,0,225.52,107.41,118.11,9748,0,1652,904,747,4111.13,28.24,65.27,9614,27.89,1062,2591,27.89,531
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,37079,40094,0,0,37152,11989,0.3227,2591,2105,0.8124,34561,9884,0.286,1543.96,27.73,0,893.86,428.95,464.91,1113.29,28.26,0,239.01,130.19,108.82,9872,0,1783,882,901,4209.71,29.03,60.34,9761,28.26,1087,2690,28.26,512
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,39854,40094,0,0,37152,11863,0.3193,2591,2039,0.787,34561,9824,0.2842,1707.61,30.43,0.01,851.01,479.06,371.95,1220.54,30.43,0,226.6,114.65,111.95,10400,0,1771,870,900,4321.25,30.43,60.68,10204,30.43,1063,2867,30.43,522
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,46038,40094,0,0,37152,12128,0.3264,2591,2047,0.7902,34561,10081,0.2916,2103.96,32.85,0,644.29,339.81,304.48,1452.28,32.85,0,202.72,95.14,107.58,11694,0,1802,878,924,4597.43,31.19,53.19,11258,32.85,1070,3327,32.85,496
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,52261,40094,0,0,37152,11925,0.321,2591,1669,0.6442,34561,10256,0.2968,2565.5,33.91,0,602.49,362.5,239.99,1704.17,33.91,0,197.47,79.92,117.55,13496,0,1909,883,1026,5053.3,31.53,51.44,12570,33.91,965,3715,33.91,517
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,56425,40094,105,0.0026,37152,11407,0.307,2591,1685,0.6502,34561,9722,0.2813,2807.79,34.87,0.38,629.99,412.31,217.68,1823.48,34.87,0.25,195,70.08,124.92,15034,0,1998,897,1101,5224.11,31.86,45.86,12986,34.87,929,3855,34.87,516
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,61320,40094,774,0.0193,37152,10518,0.2831,2591,2036,0.7859,34561,8482,0.2454,2834.63,35.22,11.36,822.85,577.67,245.18,1859.53,35.22,10.92,183.38,75.92,107.46,15746,84,1864,775,1089,5239.89,31.84,47.67,13097,35.22,878,3957,35.22,450
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,65792,40094,1627,0.0406,37152,10321,0.2778,2591,2487,0.9598,34561,7835,0.2267,2865.57,35.41,52.36,958.12,598.71,359.41,1892.86,35.41,33.83,134.09,58.1,75.99,15981,303,1550,788,762,5342.52,31.68,53.48,13411,35.41,795,4058,35.41,365
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,67039,40094,2401,0.0599,37152,9825,0.2644,2591,2783,1.0741,34561,7042,0.2037,2794.04,35.07,109.21,1027.42,558.01,469.41,1877.11,35.07,47.31,121.73,44.64,77.09,15934,465,1641,779,862,5257.71,31.67,51.38,13456,35.07,720,4025,35.07,352
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,67220,40094,2868,0.0715,37152,10077,0.2712,2591,2862,1.1044,34561,7215,0.2088,2668.96,34.85,128.73,934.36,409.67,524.69,1845.2,34.85,55.09,147.15,69.95,77.2,15828,517,1814,793,1021,5202.81,31.62,49.76,13393,34.85,688,3914,34.85,349
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,66089,40094,2528,0.063,37152,10096,0.2718,2591,2562,0.989,34561,7533,0.218,2690.74,34.7,109.02,856.24,334.38,521.86,1832.77,34.7,46.21,155.6,70.48,85.12,15902,497,1642,725,917,5136.53,31.66,48.45,13269,34.7,651,3941,34.7,334
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,64957,40094,1572,0.0392,37152,10510,0.2829,2591,2701,1.0425,34561,7809,0.2259,2654.04,34.8,55.74,832.32,379.07,453.25,1813.15,34.8,26.11,149.06,87.24,61.82,15886,393,1527,670,857,5191.76,31.68,51.05,13330,34.8,637,3970,34.8,334
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,64324,40094,556,0.0139,37152,10563,0.2843,2591,2510,0.9689,34561,8052,0.233,2659.42,35.93,8.48,771.81,415.56,356.25,1813.62,35.93,5.17,124.45,68.64,55.81,15952,236,1401,599,802,5246.79,31.85,47.35,13675,35.93,698,4110,35.93,326
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,65191,40094,48,0.0012,37152,11042,0.2972,2591,2612,1.0082,34561,8430,0.2439,2830.25,37.52,0.06,786.56,478.61,307.95,1964.69,37.52,0.02,150.21,81.87,68.34,16392,85,1570,800,770,5391.28,31.89,49.61,13956,37.52,737,4245,37.52,368
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,68223,40094,0,0,37152,12126,0.3264,2591,2896,1.1176,34561,9231,0.2671,3085.85,38.48,0,836.7,452.02,384.68,2148.03,42.2,0,151.15,79.2,71.95,17535,9,1556,860,696,5369.83,31.85,46.45,14027,38.48,799,4266,40.01,382
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,67793,40094,0,0,37152,13440,0.3618,2591,3031,1.1698,34561,10409,0.3012,2911.49,36.88,0,841.65,398.57,443.08,2094.14,39.17,0,156.87,85.81,71.06,16792,0,1366,714,651,5278.25,31.77,35.65,13772,36.88,797,4222,39.17,372
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,66751,40094,0,0,37152,13900,0.3741,2591,2859,1.1035,34561,11041,0.3195,2734.34,35.52,0,926.61,393.8,532.81,1950.05,35.52,0,166.26,89.94,76.32,16162,0,1577,702,875,5252.74,31.62,22.14,13518,35.52,763,4121,35.52,361
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,62813,40094,0,0,37152,13906,0.3743,2591,2857,1.1026,34561,11049,0.3197,2537.16,35.23,0,1033.45,445.27,588.18,1819.02,35.23,0,228.27,137.79,90.48,15397,0,1481,740,740,5116.79,31.46,14.39,13169,35.23,685,3959,35.23,350
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,59461,40094,0,0,37152,14249,0.3835,2591,2709,1.0456,34561,11539,0.3339,2399.48,34.74,0,1009.07,444.23,564.84,1677.39,34.74,0,248.12,162.57,85.55,14448,0,1493,723,769,5019.34,31.31,11.81,12750,34.74,624,3773,34.74,346
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,58055,40094,0,0,37152,14722,0.3962,2591,2779,1.0724,34561,11943,0.3456,2196.67,32.99,0,962.12,434.56,527.56,1530.04,32.99,0,146.9,82.54,64.36,13404,0,1581,707,875,4899.35,31.1,10.32,12184,32.99,511,3585,32.99,317
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,54447,40094,0,0,37152,15677,0.422,2591,2653,1.0238,34561,13025,0.3769,2055.45,30.89,0,1001.68,450.7,550.98,1388.07,30.94,0,144.64,79.42,65.22,12464,0,1606,699,907,4682.16,30.89,10.44,11539,30.94,457,3405,30.94,306
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,51411,40096,0,0,37155,16501,0.4441,2591,2530,0.9766,34564,13971,0.4042,1881.06,30.65,0,1063.05,426.56,636.49,1291.11,30.65,0,212.07,137.91,74.16,11574,0,1731,678,1053,4550.82,30.65,43.46,11308,30.65,337,3154,30.65,353
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,48770,40096,0,0,37155,16640,0.4478,2591,2471,0.9538,34564,14169,0.4099,1768.51,30.37,0,1139.64,458.34,681.3,1229.89,30.37,0,348.89,274.73,74.16,10939,0,1851,720,1131,4410.21,30.37,58.09,11012,30.37,320,3095,30.37,318
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,47631,40096,0,0,37155,17128,0.461,2591,2568,0.9913,34564,14560,0.4212,1703.05,30.15,0,1264.05,494.55,769.5,1162.53,30.15,0,283,253.17,29.83,10600,0,1947,729,1218,4349.16,30.15,66.54,10926,30.15,318,3071,30.15,319
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,47607,40096,0,0,37155,18205,0.49,2591,2669,1.0303,34564,15535,0.4494,1727.9,30.14,0,1463.88,566.62,897.26,1124.73,30.14,0,198.85,181.87,16.98,10452,0,1785,748,1037,4357.59,30.14,54.86,10936,30.14,317,3034,30.14,365
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,48460,40096,0,0,37155,18855,0.5075,2591,2937,1.1334,34564,15918,0.4605,1779.07,30.4,0,1507.9,597.38,910.52,1130.58,30.4,0,207.06,192.43,14.63,10545,0,1865,780,1085,4398.59,30.4,44.47,10894,30.4,398,3080,30.4,340
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,50773,40096,0,0,37155,19734,0.5311,2591,3059,1.1808,34564,16674,0.4824,1910.91,30.75,0,1540.16,590.5,949.66,1197.17,32.24,0,226.53,210.95,15.58,11001,0,1896,849,1048,4397.2,30.75,37.92,11394,32.24,487,3234,32.24,347
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,56174,40096,0,0,37155,20756,0.5586,2591,3112,1.201,34564,17645,0.5105,2256.99,31.02,0,1562.13,591.14,970.99,1396.07,33.5,0,295.72,263.4,32.32,12272,0,2152,875,1277,4737.78,31.02,45.82,12451,33.5,540,3566,33.5,385
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,62218,40096,0,0,37155,22145,0.596,2591,3197,1.2338,34564,18948,0.5482,2727.05,31.58,0,1728.32,698.49,1029.83,1598.28,35.8,0,348.12,310.71,37.41,14160,0,2482,880,1601,5227.15,31.58,102.54,13639,35.8,590,3939,35.8,407
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,65898,40096,69,0.0017,37155,22753,0.6124,2591,3212,1.2396,34564,19541,0.5654,2968.71,31.77,0.01,1814.05,756.86,1057.19,1782.96,36.78,0.05,480.88,347.54,133.34,15718,0,2511,884,1627,5317.44,31.77,159.26,14156,36.78,601,4109,36.78,385
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,67425,40096,538,0.0134,37155,24081,0.6481,2591,3237,1.2493,34564,20844,0.603,2911.49,32.96,1.17,2009.91,778.17,1231.74,1932.32,36.17,1.7,612.56,346.35,266.21,16395,27,2544,872,1672,5168.54,31.42,186.26,14119,36.17,652,4031,36.17,469
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,68832,40096,1166,0.0291,37155,25909,0.6973,2591,3239,1.2502,34564,22670,0.6558,2902.1,31.25,8.17,2274.44,776.84,1497.6,1963.82,35.4,5.09,651.12,363.3,287.82,16600,108,2635,905,1730,5143.99,31.25,206.7,14241,35.4,760,4102,35.4,477
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,70233,40096,1817,0.0453,37155,27725,0.7462,2591,3260,1.2582,34564,24465,0.7078,2788.67,30.82,11.17,2714.27,773.43,1940.84,1940.79,34.92,7.58,695.35,368.59,326.76,16730,176,2654,897,1757,5112.95,30.82,231.42,14039,34.92,869,4101,34.92,519
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,70224,40096,2147,0.0535,37155,29098,0.7832,2591,3250,1.2544,34564,25848,0.7478,2732.42,30.5,14.41,2995.88,764.04,2231.84,1936.09,34.81,7.5,739.12,368.34,370.78,16806,178,2837,900,1937,5023.52,30.5,218.6,13969,34.81,928,4067,34.81,509
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,69774,40096,1908,0.0476,37155,30230,0.8136,2591,3261,1.2585,34564,26969,0.7803,2686.68,30.21,17.31,3203.96,802.36,2401.6,1939.45,34.09,4.58,817.79,369.06,448.73,16795,139,3009,904,2104,5049.8,30.21,239.46,13806,34.09,1046,4162,34.09,543
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,69020,40096,1220,0.0304,37155,30829,0.8297,2591,3263,1.2595,34564,27566,0.7975,2653.2,30.02,9.31,3079.19,705.12,2374.07,1914.95,34.25,1.96,859.41,370,489.41,16819,97,3072,907,2164,5019.51,30.02,241.5,13879,34.25,1047,4132,34.25,674
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,68799,40096,439,0.011,37155,31968,0.8604,2591,3258,1.2576,34564,28710,0.8306,2549.13,29.71,1.92,3225.06,791.68,2433.38,1907.37,34.51,0.38,883.26,369.58,513.68,16768,55,3253,913,2340,5171.17,29.71,242.76,14080,34.51,1249,4108,34.51,887
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,70040,40096,47,0.0012,37155,33057,0.8897,2591,3260,1.2581,34564,29797,0.8621,2666.74,29.79,0.02,3263.48,790.79,2472.69,1999.12,34.94,0,875.29,366.25,509.04,17145,20,3385,917,2468,5156.83,29.79,240.87,14064,34.94,1262,4016,34.94,1140
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,72803,40096,0,0,37155,33917,0.9128,2591,3262,1.2589,34564,30655,0.8869,2812.4,29.9,0.14,3371.99,809.62,2562.37,2135.73,34.59,0.1,903.31,365.62,537.69,17916,5,3435,919,2515,5184.95,29.9,234.79,14098,34.59,1238,4020,34.59,1228
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,72237,40096,0,0,37155,34739,0.935,2591,3262,1.2589,34564,31477,0.9107,2666.03,29.78,0,3341.87,804.96,2536.91,2049.55,34.06,0,898.34,363.58,534.76,16958,0,3387,919,2468,5079.48,29.78,225.93,13729,34.06,1338,3841,34.06,1328
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,70852,40096,0,0,37155,35219,0.9479,2591,3256,1.2566,34564,31963,0.9248,2537.35,29.56,0,3289.96,802.05,2487.91,1903.3,32.93,0,893.35,363.84,529.51,16305,0,3309,919,2389,5040.92,29.56,230.27,13181,32.93,1422,3786,32.93,1363
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,67011,40096,0,0,37155,35692,0.9606,2591,3225,1.2448,34564,32466,0.9393,2362.17,29.4,0,3269.72,801.57,2468.15,1753.52,31.8,0,890.36,365.18,525.18,15469,0,3419,919,2500,4958.76,29.4,235.44,12764,31.8,1438,3636,31.8,1387
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,63887,40096,0,0,37155,35723,0.9615,2591,3146,1.2142,34564,32577,0.9425,2205.71,24.56,0,3055.05,693.93,2361.12,1604.69,26.31,0,878.29,362.34,515.95,14505,0,3452,921,2531,4833.12,29.4,231.76,12211,30.51,1444,3428,30.51,1401
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,61340,40096,0,0,37155,34705,0.934,2591,3203,1.2362,34564,31502,0.9114,1991.12,17.77,0,2916.66,613.78,2302.88,1447.29,17.77,0,851.3,346.81,504.49,13430,0,3443,918,2524,4657.33,29.27,230.8,11587,29.27,1495,3296,29.27,1367
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,57175,40096,0,0,37155,34412,0.9262,2591,3216,1.2413,34564,31196,0.9025,1869.17,0.12,0,2877.42,582.55,2294.87,1302.81,9.49,0,875.98,363.8,512.18,12461,0,3466,919,2547,4478.42,28.46,237.13,11070,28.46,1406,3136,28.46,1346
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,53290,40097,0,0,37160,32650,0.8787,2591,2887,1.1143,34569,29763,0.861,1727.61,0.11,0,2860.94,594.62,2266.32,1330.23,0.11,0,886.44,363.87,522.57,11582,0,3534,919,2615,4394.48,27.97,241.83,10836,25.93,1354,2983,25.93,1347
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,51365,40097,0,0,37160,31757,0.8546,2591,2778,1.072,34569,28979,0.8383,1582.98,-0.05,0,2438.81,201.98,2236.83,1263.36,-0.05,0,895.75,362.55,533.2,11002,0,3595,914,2682,4296.44,27.95,238.86,10548,25.41,1466,2883,25.41,1352
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,50526,40097,0,0,37160,30978,0.8337,2591,2539,0.98,34569,28438,0.8226,1659.38,-6.27,0,2509.55,240.38,2269.17,1218.98,-6.27,0,868.88,357.66,511.22,10632,0,3573,904,2668,4231.77,27.76,226.87,10408,25.35,1559,2815,25.35,1354
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,50746,40097,0,0,37160,30633,0.8244,2591,2863,1.105,34569,27770,0.8033,1661.65,-5.09,0,2390.41,247.48,2142.93,1224.65,-5.09,0,877.96,361.43,516.53,10478,0,3590,911,2679,4214.03,27.75,210.04,10467,25.45,1588,2825,25.45,1286
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,51536,40097,0,0,37160,30701,0.8262,2591,2786,1.0753,34569,27915,0.8075,1646.64,0.06,0,2660.57,514.7,2145.87,1211.39,0.06,0,889.09,357.34,531.75,10518,0,3556,909,2647,4252.85,27.61,209.84,10678,25.97,1589,2926,25.97,1218
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,54122,40097,0,0,37160,30838,0.8299,2591,2568,0.9912,34569,28270,0.8178,1752.79,10.55,0,2675.48,482.59,2192.89,1283.08,10.55,0,889.35,354.93,534.42,10994,0,3270,900,2370,4401.13,27.87,211.78,11172,27.87,1592,3128,27.87,1156
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,59227,40097,0,0,37160,31701,0.8531,2591,2689,1.0379,34569,29012,0.8392,2156.01,10.98,0,2756.28,532.09,2224.19,1501.87,12.55,0,814.18,284.7,529.48,12283,0,3431,903,2528,4766.85,28.77,200.07,12179,28.92,1548,3441,28.92,1205
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,65460,40097,0,0,37160,32627,0.878,2591,2682,1.0352,34569,29945,0.8662,2571.12,30.65,0,2771.86,581.84,2190.02,1792.15,30.65,0,879.61,361.02,518.59,14112,0,3496,915,2581,5174.91,29.68,184.8,13113,30.65,1533,3758,30.65,1281
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,69118,40097,49,0.0012,37160,33379,0.8983,2591,2846,1.0985,34569,30533,0.8832,2766.02,30.44,0.13,2835.46,695.56,2139.9,1873.33,32.13,0.16,875.91,364.75,511.16,15745,0,3429,912,2518,5299.55,30.44,198.54,13570,32.13,1552,3928,32.13,1266
